,Text
287,"Mike Tindall, the centre for Bath and England, is confident that he will be able to join the Lions tour this summer despite his injury setbacks."
288,"However, following a knee injury that caused him to miss the 2001 tour to Australia, Tindall expresses his contentment at the chance to wear the red shirt."
289,"If Brentford can advance past Southampton in their replay, they will host Manchester United in the FA Cup sixth round."
290,"Delighted to be paired with United, he acknowledged that there is still a lot of work to be done to arrange a dream match."
291,He expressed his excitement about the chance to play against United.
292,"Southampton or Brentford will face Manchester United, while Bolton will play against Arsenal or Sheffield United."
293,Leicester will face either Burnley or Blackburn.
294,Carlton Cole of Aston Villa may face a six-week absence due to a knee injury.
295,Kostas Kenteris' attorney is requesting for the doping charges against the Greek sprinter to be dismissed.
296,Ioannidis stated that all the evidence overwhelmingly indicates that the charges should be dismissed.
297,"John Arne Riise volleyed Liverpool ahead just 45 seconds into extra time, but Steven Gerrard scored an own goal in the 79th minute to level the score at 1-1."
298,Riise could not have struck Morientes' cross any better as he smashed a left-foot volley past Petr Cech.
299,"Dudek, Finnan, Carragher, Hyypia, Traore (Biscan 67), Luis Garcia, Gerrard, Hamann, Riise, Kewell (Nunez 56), Morientes (Baros 74). Substitutes not utilized were Pellegrino and Carson."
300,"Hyypia, Traore, Hamann, Carragher. Riise 1, Nunez 113. 

Hyypia, Traore, Hamann, Carragher. Riise scored 1, Nunez scored 113."
301,"Cech, Paulo Ferreira, Ricardo Carvalho, Terry, Gallas (Kezman 74), Jarosik (Gudjohnsen 45), Lampard, Makelele, Cole (Johnson 81), Drogba, Duff. Subs Pidgeley, Tiago were not used."
302,"Lampard, Kezman, Drogba, Duff. Gerrard scored in the 79th minute, Drogba in the 107th, and Kezman in the 112th."
303,"Kent's S Bennett received 78,000."
304,"Kelly Holmes, a double Olympic champion, has been named the European Athletics (EAA) woman athlete of 2004 in the organization's yearly survey."
305,Jolanda Ceplak has encouraged Kelly Holmes from Britain to keep participating in major championships.
306,"Ceplak stated: ""Running against her is always exciting because the race is guaranteed to be fast. That's the kind of competition I enjoy. She holds a special place in my heart, like an idol since the beginning of my career."""
307,Wearing black: Playing with colors
308,The All Blacks showcase the Haka and more!
309,"Charles John Munro first encountered rugby at Christ College in London before returning to Nelson, where he organized New Zealand's inaugural game."
310,"In 1905, they had the chance to prove him wrong during the first official New Zealand tour to Europe."
311,"The All Blacks' 1935 European tour got off to a poor start with an 11-3 loss to a Swansea side led by teenage, schoolboy half-backs Hayden Tanner and Willie Davies."
312,"In 1972, the All Blacks narrowly won a fierce match at the Arms Park, seeking revenge for their previous defeat by the Carwyn James-inspired Lions in 1971."
313,Wales were in the lead 12-10 with one minute remaining when Andy Haden dramatically fell to the ground from a line-out.
